salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,proteins_100g,additives_n,label
0.0,3.57,0.0,10.7,12.5,0.0,moderate
0.0,3.57,0.0,10.7,12.5,0.0,moderate
1.6975,3.57,7.14,0.0,7.14,10.0,unhealthy
1.5175,3.57,8.93,0.0,7.14,14.0,unhealthy
1.6975,3.57,8.93,0.0,7.14,6.0,unhealthy
1.205,0.0,12.5,0.0,7.14,7.0,unhealthy
1.205,0.0,12.5,0.0,7.14,7.0,unhealthy
1.0,16.0,7.0,2.0,6.0,19.0,unhealthy
1.05,16.0,8.0,2.0,6.0,17.0,unhealthy
0.95,22.0,5.0,2.0,4.0,16.0,unhealthy
2.8325,33.33,30.0,0.0,0.0,4.0,unhealthy
0.9825,17.86,8.93,7.1,21.43,1.0,moderate
0.045,57.14,0.0,0.0,0.0,3.0,unhealthy
1.965,7.14,7.14,7.1,17.86,7.0,unhealthy
0.02,8.2,0.0,1.6,0.82,1.0,healthy
0.02,9.6,0.0,1.6,0.0,0.0,moderate
0.02,14.62,0.0,1.5,0.0,0.0,moderate
0.02,9.6,0.0,1.6,0.0,0.0,moderate
0.02,14.62,0.0,1.5,0.0,0.0,moderate
1.6425,2.99,3.36,1.5,8.96,12.0,unhealthy
1.7025,2.78,3.47,2.1,9.03,15.0,unhealthy
0.655,2.92,0.0,0.8,0.83,1.0,healthy
1.505,3.76,3.01,1.5,9.02,7.0,unhealthy
2.0,36.67,6.67,0.0,0.0,2.0,unhealthy
0.895,0.42,0.0,0.0,0.42,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0675,3.57,1.79,1.8,14.29,0.0,moderate
0.06858,3.57,1.79,1.8,14.29,0.0,moderate
0.0675,3.57,1.79,1.8,14.29,0.0,moderate
0.0675,3.57,1.79,1.8,14.29,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.09,3.57,0.0,1.8,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
0.0,3.57,0.0,3.6,12.5,0.0,moderate
1.895,6.06,0.0,3.0,0.0,0.0,healthy
1.895,6.06,0.0,3.0,0.0,0.0,healthy
1.895,6.06,0.0,3.0,0.0,0.0,healthy
1.875,6.25,0.0,0.0,0.0,1.0,moderate
1.55,2.0,6.0,2.0,8.0,5.0,unhealthy
1.735,6.12,3.06,2.0,10.2,10.0,unhealthy
0.9175,46.67,6.67,3.3,3.33,3.0,unhealthy
1.4175,30.0,11.67,3.3,6.67,7.0,unhealthy
0.6775,56.25,16.67,4.2,4.17,8.0,unhealthy
0.5,50.0,20.0,3.3,3.33,5.0,unhealthy
0.5825,46.67,20.0,3.3,6.67,5.0,unhealthy
1.25,47.37,6.58,2.6,2.63,6.0,unhealthy
0.25,73.33,23.33,0.0,0.0,4.0,unhealthy
0.0,53.33,16.67,6.7,6.67,1.0,unhealthy
60.0,25.0,0.0,0.0,0.0,2.0,unhealthy
2.25,3.33,5.0,0.0,3.33,5.0,unhealthy
2.1675,3.33,5.0,0.0,0.0,6.0,unhealthy
2.5,10.0,1.67,0.0,0.0,4.0,unhealthy
2.0,3.33,8.33,0.0,3.33,8.0,unhealthy
2.25,13.33,6.67,0.0,0.0,5.0,unhealthy
2.8325,53.33,0.0,6.7,20.0,5.0,unhealthy
2.545,1.79,8.93,0.0,21.43,4.0,unhealthy
0.0,3.57,7.14,7.1,25.0,0.0,moderate
0.715,53.57,3.57,3.6,10.71,0.0,unhealthy
0.8925,0.0,7.14,7.1,28.57,0.0,moderate
0.715,14.29,5.36,7.1,21.43,1.0,moderate
0.715,14.29,5.36,7.1,21.43,1.0,moderate
0.49,3.57,7.14,7.1,21.43,0.0,moderate
0.9825,3.57,7.14,3.6,17.86,0.0,moderate
0.9825,3.57,7.14,7.1,21.43,0.0,moderate
0.9825,7.14,8.93,3.6,17.86,0.0,moderate
0.9825,3.57,7.14,7.1,17.86,0.0,moderate
0.8925,3.57,7.14,7.1,25.0,0.0,moderate
1.5175,3.57,7.14,7.1,21.43,0.0,moderate
1.5175,3.57,7.14,7.1,21.43,1.0,healthy
1.4,2.0,5.0,2.0,8.0,5.0,unhealthy
1.39,2.22,5.56,2.2,8.89,6.0,unhealthy
1.6225,1.75,7.02,1.8,8.77,12.0,unhealthy
0.0575,2.3,0.0,2.3,2.3,0.0,moderate
0.0,2.47,0.0,2.5,1.23,0.0,moderate
0.0,4.49,0.0,4.5,4.49,0.0,moderate
0.045,2.35,0.0,3.5,3.53,0.0,moderate
0.07,3.33,0.0,3.3,2.22,0.0,moderate
0.08,2.11,0.0,2.1,1.05,0.0,moderate
1.6,4.0,4.0,2.0,8.0,6.0,unhealthy
1.6,4.0,4.0,8.0,8.0,6.0,unhealthy
1.5825,3.33,3.33,1.7,6.67,6.0,unhealthy
0.19,5.88,0.0,2.4,1.18,0.0,moderate
0.19,5.88,0.0,2.4,1.18,0.0,moderate
1.0,3.08,6.15,1.5,13.85,3.0,healthy
1.6125,3.23,3.23,1.9,8.39,13.0,unhealthy
5.0,0.0,20.0,0.0,40.0,2.0,unhealthy
5.0,0.0,20.0,0.0,40.0,2.0,unhealthy
0.135,5.0,0.42,0.0,3.33,0.0,moderate
1.6925,3.23,0.0,3.2,3.23,1.0,healthy
1.6925,3.23,0.0,3.2,3.23,1.0,healthy
0.0625,40.0,0.0,0.0,0.0,3.0,unhealthy
0.0,50.0,0.0,0.0,0.0,1.0,unhealthy
0.0625,50.0,0.0,0.0,0.0,3.0,unhealthy
0.0625,50.0,0.0,0.0,0.0,1.0,unhealthy
1.4275,80.0,2.86,2.9,5.71,4.0,unhealthy
1.71196,2.27,6.06,0.8,11.36,0.0,healthy
0.045,22.35,0.0,1.2,1.18,3.0,unhealthy
0.8,4.8,0.1,4.4,5.0,0.0,moderate
2.7,4.6,1.1,8.2,63.0,0.0,healthy
0.5125,22.73,10.23,4.5,4.55,2.0,unhealthy
0.0,96.0,0.5,0.1,0.9,1.0,unhealthy
1.785,2.6,1.95,0.6,18.18,0.0,healthy
0.9,37.4,15.2,2.8,5.4,4.0,unhealthy
0.850000000000001,34.7,11.0,3.0,5.5,3.0,unhealthy
1.0,33.5,17.0,1.3,5.5,3.0,unhealthy
0.779999999999999,36.5,13.3,4.2,5.1,5.0,unhealthy
0.65,20.7,14.9,4.5,10.7,3.0,unhealthy
0.75,41.2,8.6,2.7,4.4,4.0,unhealthy
0.3375,0.0,2.5,3.0,8.0,0.0,moderate
0.58,31.8,13.7,3.3,6.1,3.0,unhealthy
0.83,35.7,7.0,2.5,6.1,4.0,unhealthy
0.63,33.4,11.9,3.0,6.0,3.0,unhealthy
0.73,42.5,10.2,1.2,5.3,4.0,unhealthy
0.4,0.5,0.1,2.1,4.9,2.0,healthy
0.03,10.6,0.3,0.7,0.9,2.0,healthy
0.25,5.6,0.1,2.4,0.7,0.0,moderate
0.7,4.5,0.2,2.5,1.0,3.0,healthy
1.4275,3.57,0.0,3.6,3.57,0.0,healthy
0.035,0.0,0.0,0.0,0.0,3.0,healthy
0.025,9.9,0.0,1.1,0.4,0.0,moderate
0.57,4.0,1.0,3.8,4.5,3.0,healthy
0.36,3.3,0.6,2.8,5.6,1.0,healthy
0.62,3.9,0.8,2.2,5.3,1.0,healthy
0.5,4.2,0.4,3.1,4.3,0.0,moderate
0.6625,0.5,0.1,0.3,1.1,2.0,healthy
0.25,42.222222222222,17.777777777778,4.4444444444444,6.6666666666667,11.0,unhealthy
0.1,5.7,0.1,10.4,2.8,0.0,moderate
0.3,2.2,0.3,1.5,2.0,1.0,healthy
1.2,0.505,1.26,2.02,10.1,11.0,unhealthy
0.5,5.9,3.0,0.0,73.0,12.0,unhealthy
0.94,2.6,1.9,3.1,8.9,9.0,unhealthy
1.5,2.1,2.1,0.6,9.7,12.0,unhealthy
0.5,1.1,0.4,1.7,5.6,9.0,unhealthy
0.4,1.4,2.3,1.3,3.7,0.0,moderate
0.3,0.8,1.8,1.8,4.6,4.0,unhealthy
2.1,2.2,2.1,1.9,9.5,11.0,unhealthy
1.3,3.1,1.9,4.0,10.5,17.0,unhealthy
0.94,0.7,12.3,1.3,5.7,1.0,healthy
1.1,0.9,1.1,1.7,8.6,9.0,unhealthy
0.0,22.0,21.0,10.0,11.0,1.0,healthy
0.1,0.3,0.1,0.7,1.0,0.0,moderate
1.7,3.5,8.5,1.3,13.6,9.0,unhealthy
1.2147887323944,1.4084507042254,2.112676056338,2.112676056338,6.3380281690141,1.0,healthy
1.3556338028169,0.70422535211268,2.112676056338,2.112676056338,6.3380281690141,1.0,healthy
0.0,0.0,0.0,0.0,0.0,0.0,moderate
0.8,1.4,3.8,1.2,10.8,4.0,healthy
0.13,14.5,4.0,2.3,4.6,0.0,moderate
1.1,2.0,0.6,2.0,1.0,3.0,healthy
1.1049,1.61,0.0,11.3,12.9,1.0,moderate
1.78308,3.51,5.26,1.8,7.02,0.0,healthy
0.0375,0.0,0.5,0.0,0.0,3.0,healthy
0.05,48.0,15.1,57.0,4.76,1.0,unhealthy
1.3,2.5,2.6,1.8,9.6,6.0,unhealthy
5.1,2.1,5.1,1.4,8.6,1.0,unhealthy
9.19999975,9.4,0.0,1.6,1.3,0.0,unhealthy
0.54,1.4,0.6,1.0,1.0,5.0,unhealthy
0.88,2.5,0.5,2.3,8.1,3.0,healthy
1.5,3.7,1.5,1.7,6.1,4.0,unhealthy
0.75757575757575,45.454545454545,13.636363636364,0.0,3.030303030303,0.0,unhealthy
0.12,0.8,2.6,1.3,5.5,3.0,healthy
1.82,6.0,7.0,5.0,32.0,0.0,healthy
0.539,0.814,0.814,0.271,3.8,0.0,moderate
0.075,3.61,0.0,2.4,1.2,0.0,moderate
0.0425,4.55,0.0,1.1,2.27,0.0,moderate
0.90932,5.26,0.0,2.1,2.11,0.0,moderate
1.1,1.7,0.9,1.6,9.9,7.0,unhealthy
0.5,1.9,3.2,2.5,6.6,2.0,healthy
0.1,8.0,0.0,2.0,1.8,0.0,moderate
0.0375,20.0,2.5,10.0,10.0,1.0,moderate
0.3,52.0,12.0,0.0,6.6,0.0,unhealthy
0.01,0.9,0.3,5.1,13.0,0.0,moderate
5.33,2.0,25.3,6.0,114.0,0.0,unhealthy
0.43,1.4,1.1,0.8,5.7,1.0,healthy
1.75,0.0,0.0,0.0,0.0,3.0,unhealthy
0.0,6.25,10.9,9.38,25.0,0.0,moderate
1.09,6.25,7.81,9.38,25.0,0.0,moderate
0.0,6.25,7.81,9.38,25.0,0.0,moderate
0.13716,5.0,0.0,0.0,3.33,0.0,moderate
1.0,4.0,0.7,1.3,8.4,4.0,healthy
1.0,0.7,1.2,1.6,9.2,2.0,healthy
2.4166666666667,3.3333333333333,0.0,0.0,3.3333333333333,1.0,healthy
2.7,2.9,5.6,4.5,11.2,7.0,unhealthy
1.0,2.2,0.3,1.4,8.1,4.0,healthy
0.393700793268174,1.20000004768372,2.70000004768372,2.70000004768372,4.0,1.0,healthy
0.05,0.8,0.0,1.3,1.0,0.0,moderate
2.34442,1.1,3.85,0.0,18.68,3.0,healthy
0.57,4.1,1.5,1.8,9.5,6.0,unhealthy
0.57,4.1,1.5,1.8,9.5,6.0,unhealthy
2.08,3.33,0.0,0.0,0.0,0.0,unhealthy
1.2,2.1,1.9,1.4,10.9,9.0,unhealthy
0.7,3.6,1.4,2.4,4.6,3.0,healthy
0.0,0.0,0.0,0.0,0.0,14.0,unhealthy
1.25,34.62,5.77,3.8,5.77,2.0,unhealthy
1.1,1.6,0.8,1.7,9.6,0.0,moderate
1.8,0.0,7.7,0.0,15.0,6.0,unhealthy
0.93,4.2,2.7,2.5,8.1,8.0,unhealthy
0.3975,18.58,3.54,0.9,2.65,2.0,healthy
0.4,5.1,0.7,2.3,2.3,1.0,healthy
0.00045,80.0,20.0,4.0,8.0,0.0,unhealthy
4.66598,2.33,8.14,2.3,9.3,1.0,unhealthy
5.50418,2.38,8.33,4.8,11.9,8.0,unhealthy
2.32,3.57,6.25,0.0,7.14,4.0,unhealthy
2.67716,3.57,6.25,0.0,10.71,5.0,unhealthy
0.01016,8.2,0.0,1.6,0.0,0.0,moderate
0.01,15.0,1.3,10.2,12.4,0.0,moderate
0.991,20.7,0.0,10.3,6.9,1.0,healthy
0.18034,7.14,28.57,0.0,0.0,1.0,unhealthy
0.4,1.6,0.0,0.8,0.8,0.0,moderate
1.01,0.672,0.0,0.656,3.36,1.0,healthy
1.16332,33.33,0.0,16.7,33.33,0.0,healthy
4.0,26.67,0.0,6.7,53.33,0.0,unhealthy
4.37,12.7,19.1,25.4,63.8,0.0,unhealthy
0.218,24.4,7.33,14.7,22.0,1.0,healthy
0.601,2.56,0.0,1.28,1.92,0.0,moderate
0.05,55.5,0.2,0.1,4.7,5.0,unhealthy
5.28,11.1,16.7,22.3,55.6,0.0,unhealthy
0.1,25.6,1.8,7.7,5.8,0.0,healthy
0.964,3.31,6.63,2.21,18.2,1.0,moderate
0.494,108.0,34.0,11.4,17.0,1.0,unhealthy
0.0416,39.7,3.31,16.5,26.5,0.0,healthy
0.0363,12.7,12.7,38.2,51.0,0.0,healthy
1.35,2.5,0.1,3.0,5.5,2.0,healthy
0.0605,5.67,2.83,22.6,39.7,0.0,healthy
2.5,27.0,0.0,20.0,13.0,0.0,healthy
0.7,81.2,18.8,12.5,18.8,0.0,unhealthy
0.46482,30.0,6.67,6.7,13.33,1.0,unhealthy
0.0409,49.6,4.96,16.5,19.8,0.0,unhealthy
4.17,22.2,11.1,33.3,22.2,1.0,unhealthy
0.44,74.1,4.93,9.78,19.8,2.0,unhealthy
0.522,10.3,8.57,17.2,24.0,0.0,healthy
3.39,22.2,27.8,11.0,55.6,0.0,unhealthy
4.51,22.2,22.2,11.0,55.6,0.0,unhealthy
6.77,11.1,11.1,33.3,66.7,1.0,unhealthy
0.0,60.0,1.67,0.0,3.33,7.0,unhealthy
0.318,93.8,62.5,18.8,12.5,1.0,unhealthy
0.27432,3.92,3.92,9.8,11.76,0.0,moderate
0.0831,52.9,1.65,13.3,19.8,0.0,unhealthy
0.55,18.6,1.0,7.5,3.0,1.0,healthy
0.094,7.0,57.0,16.0,6.0,0.0,unhealthy
0.04572,21.43,2.68,7.1,10.71,0.0,moderate
4.13,93.8,37.5,18.8,18.8,1.0,unhealthy
0.08,0.6,0.3,3.6,7.0,0.0,moderate
1.3,5.0,1.2,1.7,6.1,0.0,healthy
0.09,6.3,0.0,0.0,11.0,2.0,healthy
0.0,26.32,0.0,10.5,10.53,0.0,healthy
0.0175,6.67,10.0,3.3,16.67,0.0,moderate
0.01,0.0,3.57,7.1,14.29,0.0,moderate
0.38,0.1,2.5,0.0,12.6,0.0,moderate
0.38,0.09,2.5,0.5,0.49,0.0,moderate
0.1,5.7,0.1,2.4,1.2,0.0,moderate
1.11252,11.43,0.95,1.0,5.71,3.0,healthy
0.0425,23.48,1.1100000143051,9.89,6.960000038147,0.0,healthy
2.9,0.6,2.5,4.9,22.0,1.0,unhealthy
0.7,3.0,1.5,2.5,4.0,1.0,healthy
0.95,0.7,0.7,3.0,4.0,2.0,healthy
0.02,2.4,0.3,8.2,22.0,0.0,moderate
0.28,32.0,18.0,2.6,6.6,2.0,unhealthy
1.25,3.85,0.0,0.0,7.69,0.0,moderate
1.22,4.65,0.0,2.3,9.3,7.0,unhealthy
1.22,4.65,0.0,2.3,9.3,7.0,unhealthy
1.34,3.57,0.0,7.1,10.71,6.0,unhealthy
4.3,1.5,1.1,4.6,19.3,2.0,unhealthy
0.370000000000001,25.0,8.0,2.0,3.0,1.0,unhealthy
1.3,2.4,1.3,5.5,16.0,0.0,moderate
0.1,8.0,5.8,8.0,8.1,0.0,moderate
0.938,17.9,7.14,3.57,14.3,0.0,moderate
0.4825,10.53,8.77,1.8,8.77,4.0,healthy
1.65,9.3,16.5,3.1,15.4,1.0,unhealthy
0.23,1.1000000238419,0.40000000596046,1.0,6.9000000953674,1.0,healthy
1.25,16.67,0.0,0.0,0.0,4.0,unhealthy
0.188,47.5,22.5,2.5,7.5,1.0,unhealthy
0.0125,37.5,22.5,10.0,5.0,1.0,unhealthy
0.0187,27.5,25.0,12.5,7.5,1.0,unhealthy
0.25,52.5,20.0,0.0,7.5,1.0,unhealthy
0.78486,2.47,0.0,2.5,2.47,3.0,healthy
0.15,36.0,18.0,6.0,10.0,1.0,unhealthy
0.125,36.0,12.0,4.0,6.0,2.0,unhealthy
1.5,1.5,3.8,1.5,5.0,3.0,unhealthy
0.08,1.8,0.1,1.6,1.8,0.0,moderate
2.08534,0.0,10.71,0.0,14.29,6.0,unhealthy
0.4,2.6,2.0,1.2,6.3,4.0,unhealthy
2.0,6.67,3.33,0.0,0.0,3.0,unhealthy
0.1,0.9,0.1,2.0,1.9,0.0,moderate
0.1775,0.0,2.23,0.0,18.75,1.0,moderate
1.2,3.2,3.2,1.9,9.9,0.0,moderate
0.11,3.2,7.4,0.5,6.0,0.0,moderate
0.283,12.7,9.23,1.92,4.62,7.0,unhealthy
0.1,1.9,0.3,3.0,12.2,0.0,moderate
0.155,0.0,0.45,0.0,23.21,1.0,moderate
1.7,0.7,6.0,26.0,22.0,7.0,unhealthy
0.6,3.5,3.0,3.1,3.8,0.0,moderate
0.04,16.94,0.0,1.6,0.81,0.0,moderate
0.1325,5.0,2.22,0.0,3.33,0.0,moderate
0.27432,23.33,3.33,0.0,5.0,1.0,healthy
0.8025,0.0,0.0,0.0,19.64,0.0,moderate
0.625,0.0,0.0,0.0,23.21,1.0,moderate
1.6,0.74,0.0,1.5,0.0,0.0,healthy
0.06,2.35,0.0,1.2,1.18,0.0,moderate
1.53,3.53,3.53,2.4,8.24,13.0,unhealthy
0.0,0.0,0.0,2.4,7.14,0.0,moderate
0.5975,0.0,0.0,0.0,16.81,1.0,moderate
1.0875,25.81,0.0,3.2,6.45,3.0,unhealthy
0.9275,25.81,1.61,3.2,6.45,3.0,unhealthy
0.4025,3.57,0.0,3.6,10.71,0.0,moderate
3.9275,3.57,0.0,3.6,10.71,1.0,unhealthy
0.8025,0.0,0.0,0.0,19.64,0.0,moderate
0.625,38.24,5.88,0.0,2.94,4.0,unhealthy
0.625,38.24,5.88,0.0,2.94,5.0,unhealthy
0.625,38.24,5.88,0.0,2.94,5.0,unhealthy
0.625,38.24,5.88,0.0,2.94,5.0,unhealthy
2.4175,3.33,6.67,0.0,0.0,6.0,unhealthy
2.4175,6.67,3.33,0.0,0.0,8.0,unhealthy
2.0,16.67,0.0,0.0,0.0,5.0,unhealthy
2.3325,6.67,6.67,0.0,0.0,3.0,healthy
2.1675,6.67,5.0,0.0,0.0,7.0,unhealthy
1.75,20.0,6.67,0.0,0.0,4.0,unhealthy
1.205,3.57,3.57,3.6,7.14,0.0,moderate
7.9175,0.0,0.0,0.0,8.33,3.0,unhealthy
0.155,5.42,0.08,0.4,0.42,1.0,healthy
0.0,9.17,0.0,0.0,0.83,0.0,moderate
0.0,9.17,0.0,0.0,0.83,0.0,moderate
0.0,9.17,0.0,0.0,0.83,0.0,moderate
0.0,9.17,0.0,0.0,0.83,0.0,moderate
0.0175,15.71,0.0,0.7,0.71,0.0,moderate
0.91,2.14,4.29,0.7,8.57,3.0,healthy
1.5625,0.0,18.75,0.0,25.0,0.0,unhealthy
1.5625,0.0,18.75,0.0,25.0,0.0,unhealthy
0.26162,22.06,6.62,0.0,2.94,3.0,unhealthy
0.14986,22.06,5.15,0.0,2.94,4.0,unhealthy
0.285,21.43,7.14,0.0,4.29,5.0,unhealthy
0.125,22.86,7.14,0.0,2.86,4.0,unhealthy
0.965,25.71,7.14,8.6,8.57,6.0,unhealthy
0.0775,0.0,1.77,0.0,17.7,0.0,moderate
0.82296,35.14,5.41,2.7,5.41,1.0,unhealthy
0.77,26.92,17.31,3.8,3.85,7.0,unhealthy
0.665,31.25,10.94,3.1,6.25,7.0,unhealthy
0.4425,19.35,19.35,3.2,3.23,3.0,unhealthy
1.855,12.9,3.23,6.5,6.45,2.0,unhealthy
1.6125,0.0,4.84,9.7,9.68,0.0,healthy
2.2325,7.14,3.57,0.0,7.14,5.0,unhealthy
1.47,0.0,0.0,0.0,17.65,1.0,healthy
1.47,0.0,0.0,0.0,17.65,1.0,healthy
0.79,0.0,0.0,0.0,7.89,1.0,healthy
2.3325,3.33,8.33,0.0,0.0,6.0,unhealthy
2.25,6.67,8.33,0.0,3.33,9.0,unhealthy
0.0,12.39,0.0,0.9,0.0,1.0,healthy
0.155,19.79,8.33,0.0,4.17,4.0,unhealthy
0.155,21.88,7.29,0.0,4.17,7.0,unhealthy
0.155,21.88,7.29,0.0,4.17,8.0,unhealthy
0.2225,22.92,8.33,0.0,4.17,5.0,unhealthy
0.17,18.75,7.29,1.0,4.17,5.0,unhealthy
0.1825,19.79,8.33,0.0,4.17,4.0,unhealthy
5.43,3.45,0.0,3.4,10.34,8.0,unhealthy
4.8225,0.0,0.0,3.6,10.71,4.0,unhealthy
5.8325,0.0,0.0,3.3,10.0,3.0,unhealthy
3.1375,4.26,0.0,2.1,10.64,6.0,unhealthy
0.1075,22.86,6.43,0.0,2.86,7.0,unhealthy
0.1425,25.71,6.43,0.0,2.86,5.0,unhealthy
0.2675,25.71,7.14,1.4,4.29,6.0,unhealthy
0.25,27.14,6.43,0.0,2.86,5.0,unhealthy
0.125,21.43,7.14,0.0,2.86,4.0,unhealthy
0.1075,27.14,8.57,1.4,4.29,7.0,unhealthy
1.64,6.25,6.25,0.0,6.25,3.0,unhealthy
1.9175,0.0,3.33,3.3,10.0,1.0,healthy
1.6675,0.0,3.33,6.7,6.67,0.0,healthy
1.5625,2.63,4.61,1.3,9.87,11.0,unhealthy
0.995,3.76,3.38,0.8,12.03,5.0,unhealthy
1.2925,3.45,4.14,1.4,9.66,6.0,unhealthy
1.6025,2.61,4.58,1.3,9.8,10.0,unhealthy
1.5375,2.31,4.62,1.5,10.0,11.0,unhealthy
0.1225,0.0,0.0,0.0,14.16,0.0,moderate
0.01,11.25,0.0,0.0,0.42,1.0,healthy
4.56,0.0,14.71,0.0,29.41,2.0,unhealthy
4.265,0.0,14.71,0.0,29.41,2.0,unhealthy
2.0,8.57,0.0,2.9,11.43,5.0,unhealthy
0.0775,0.0,1.77,0.0,17.7,0.0,moderate
0.045,2.35,0.0,3.5,3.53,0.0,moderate
0.785,3.81,0.48,1.9,1.9,6.0,unhealthy
0.785,2.86,0.48,1.9,1.9,6.0,unhealthy
0.06,2.35,0.0,2.4,1.18,0.0,moderate
0.79,0.0,0.0,0.0,7.89,1.0,healthy
0.1775,0.0,2.5,12.5,12.5,2.0,moderate
0.9175,7.03,0.0,1.6,1.56,1.0,healthy
1.1875,0.0,4.92,0.0,1.64,4.0,unhealthy
1.3525,0.0,3.28,0.0,1.64,4.0,unhealthy
1.1875,0.0,4.92,0.0,1.64,4.0,unhealthy
1.34,0.0,12.5,0.0,25.0,1.0,healthy
15.625,0.0,0.0,0.0,0.0,2.0,unhealthy
